latitude,longitude,time,d2m
40.0,0.0,2022-01-01,279.80005
40.0,0.10000000149011612,2022-01-01,
39.900001525878906,0.0,2022-01-01,
39.900001525878906,0.10000000149011612,2022-01-01,
